IndustryCode,InternalRating,LoanAmount,OutstandingBalance,OriginationDate,MaturityDate,CreditFacilityType,AML_Flag,FraudRiskScore,KYC_ComplianceScore,SanctionsCheckFlag,ExposureLimitBreached,FlaggedReason,RemediationAction
3,1,6169238,2271269,2023-10-10,2031-08-17,1,0,6,57,0,0,5,4
3,2,8124541,533972,2022-08-17,2034-03-17,1,0,8,50,0,0,2,0
4,1,7313194,4077495,2023-06-20,2034-09-06,1,0,4,52,0,0,5,4
1,7,4284841,3716042,2023-08-14,2026-11-22,2,0,3,91,0,0,5,4
4,5,1898247,789054,2023-01-02,2026-06-18,1,0,4,52,0,0,5,4
0,3,1796326,1444816,2022-03-16,2027-11-12,0,1,3,73,0,0,5,4
0,6,6687070,2485997,2022-11-07,2028-12-25,2,0,6,77,0,0,5,4
1,0,8116008,3876666,2023-10-19,2031-11-13,1,1,3,72,0,0,0,2
2,7,3087079,2360375,2022-04-24,2028-11-06,1,0,6,50,0,0,3,3
4,1,7431494,7196705,2021-06-20,2033-03-27,3,0,4,81,1,0,2,0
2,5,4173398,2318418,2023-03-20,2028-06-06,0,0,9,61,1,0,4,2
3,3,8837799,3533898,2021-05-08,2033-04-30,3,0,8,55,0,1,5,4
1,4,3754251,1398660,2020-06-12,2028-06-12,1,0,1,52,0,0,3,2
4,6,6264204,5423606,2023-04-12,2033-01-25,2,0,1,72,0,1,2,2
0,5,8356409,451278,2020-05-14,2030-09-03,0,0,2,58,0,0,5,4
0,2,9104399,5039483,2022-05-12,2034-01-13,3,0,8,55,0,0,5,4
4,4,2072417,2013032,2022-09-24,2028-06-12,0,0,5,89,0,0,5,4
5,7,3058278,2831561,2022-07-04,2025-10-10,3,0,7,70,0,0,5,4
1,6,4873409,749756,2020-04-30,2028-08-28,0,0,7,99,0,1,5,4
5,5,6779452,4557267,2024-08-06,2031-07-05,3,0,7,66,0,0,5,4
2,0,4950297,4813248,2020-06-11,2030-04-28,3,0,6,96,0,0,3,1
4,1,8252041,5192038,2024-06-08,2029-11-07,2,0,8,97,0,1,5,4
4,7,504094,407015,2022-07-19,2026-10-26,1,0,4,81,0,0,5,4
5,5,9516018,4574776,2021-02-15,2034-08-01,0,0,2,89,0,0,5,4
1,4,3127635,1393416,2020-04-21,2026-09-16,2,1,9,73,0,0,4,2
0,7,9020309,8925556,2022-02-16,2028-05-19,2,0,4,96,0,0,0,1
5,6,362513,223868,2023-09-27,2029-07-15,3,0,3,79,0,0,5,4
2,6,6379932,866416,2020-07-12,2032-03-18,3,0,10,52,0,0,0,3
3,6,6557824,4968165,2025-02-19,2028-05-29,3,0,3,76,0,0,5,4
4,3,4815130,631631,2023-12-16,2032-03-12,0,1,10,94,0,0,5,4
0,6,4906848,4521723,2020-04-17,2026-01-23,1,0,3,95,0,1,1,3
2,4,9297893,3008925,2020-08-19,2030-05-09,0,0,2,81,0,0,5,4
2,4,4262027,2349679,2022-02-02,2029-03-14,0,0,10,88,0,0,5,4
1,2,4009859,2136193,2020-09-08,2030-02-22,1,0,2,71,0,0,0,3
4,4,1815964,639301,2024-04-10,2025-10-06,1,0,6,77,0,0,5,4
0,6,5323499,206727,2023-05-17,2035-03-01,2,0,3,62,0,0,5,4
1,6,5785431,2795140,2021-04-22,2032-02-05,2,0,5,95,0,0,5,4
1,7,2860446,102498,2021-01-31,2032-04-28,0,0,3,66,0,0,5,4
4,3,7654864,4345894,2024-06-06,2025-08-30,0,0,8,50,0,0,2,2
5,2,426109,131134,2024-12-13,2032-02-21,2,1,10,100,0,0,3,2
3,3,2605948,2319186,2021-08-07,2035-02-21,3,0,7,52,0,0,5,4
1,7,3925917,824874,2020-07-04,2034-09-21,2,0,4,56,0,0,5,4
3,5,4564187,3458551,2022-09-11,2027-10-07,1,0,0,87,0,0,5,4
5,2,171942,138182,2024-01-25,2029-10-10,2,0,8,92,0,0,5,4
3,0,5292794,868565,2021-04-11,2029-07-12,0,0,10,61,0,0,5,4
0,4,5280647,231575,2023-03-15,2032-05-26,1,1,3,62,0,0,0,1
2,6,4366728,2613072,2024-02-08,2031-10-20,3,1,5,87,0,0,5,4
0,4,9901606,2675353,2024-09-12,2034-12-18,1,0,5,85,0,0,4,2
5,1,302535,35478,2024-02-10,2026-11-01,2,0,9,69,0,0,4,3
4,0,2657100,2460517,2024-07-08,2033-10-10,3,1,3,61,1,1,5,4
5,7,5495987,4519203,2020-07-03,2033-12-25,2,0,2,52,0,0,5,4
2,3,5316722,1375536,2021-01-11,2029-04-15,1,0,0,61,1,1,5,4
3,0,2870776,1197877,2020-09-27,2033-10-26,1,0,4,61,1,0,1,1
3,4,6677299,1927479,2021-02-20,2033-12-11,0,0,0,97,0,0,5,4
4,1,8925093,3520061,2024-03-08,2032-04-12,0,0,3,87,0,0,5,4
0,3,72365,20010,2025-03-13,2027-09-13,3,0,9,74,0,0,2,3
1,3,3120787,398907,2021-04-19,2033-07-08,3,0,8,54,0,1,3,3
0,4,6870512,5795871,2022-08-12,2034-02-03,2,0,5,92,0,0,5,4
4,2,1521628,759371,2022-05-21,2031-07-23,0,0,6,88,0,0,5,4
0,2,281785,81174,2024-03-03,2030-06-12,3,0,1,79,0,0,5,4
1,2,7181537,4833810,2022-04-28,2028-07-22,1,0,2,74,0,0,5,4
5,3,3839928,2783377,2023-11-19,2030-03-22,3,0,5,58,0,0,5,4
2,4,4986734,216621,2021-03-15,2025-07-22,1,0,7,87,1,0,5,4
0,7,2176687,621070,2023-03-07,2028-12-06,3,1,10,63,0,0,3,0
4,6,9898795,9031529,2021-07-14,2027-06-29,1,0,6,50,0,0,0,0
1,2,4123400,359407,2020-11-21,2026-04-30,1,0,4,82,0,0,5,4
4,0,247202,216905,2021-07-20,2025-12-24,2,0,5,53,0,0,0,0
2,7,474579,266988,2021-06-17,2032-10-01,3,0,1,94,0,0,5,4
5,3,4288322,369486,2021-06-13,2025-10-24,1,0,8,67,0,0,5,4
1,3,6587608,6145428,2023-10-21,2026-08-28,0,1,9,66,0,0,1,1
2,1,350554,161934,2024-10-01,2029-02-28,3,0,10,78,0,0,3,2
0,4,7363844,1418665,2025-01-08,2032-12-31,0,0,4,82,0,0,3,2
3,2,1169564,369434,2022-08-22,2029-12-18,3,0,4,72,0,0,5,4
0,6,7214733,5127573,2022-05-22,2033-06-08,3,0,9,51,0,0,0,3
0,7,877335,521216,2021-08-28,2032-04-23,3,0,1,73,0,0,5,4
4,6,1551488,1346379,2024-12-14,2034-04-11,0,0,10,60,0,0,4,2
1,5,2513824,1002712,2021-04-30,2026-11-19,3,0,9,66,0,0,5,4
0,3,4284869,2213283,2021-05-17,2031-03-08,1,0,8,72,0,0,5,4
1,2,7674222,7057676,2021-10-06,2031-06-12,1,0,3,53,0,1,5,4
3,2,3310157,387024,2021-06-09,2025-11-02,1,0,0,71,0,1,5,4
3,6,8293103,6889426,2024-05-19,2030-11-01,0,0,1,91,0,0,5,4
4,2,8781446,4876967,2023-02-02,2028-09-21,2,0,3,54,0,0,5,4
2,1,2182113,1746655,2021-02-17,2032-02-01,0,0,1,60,0,0,5,4
4,5,5355841,3301968,2020-06-02,2033-02-24,2,0,3,67,0,0,5,4
1,2,9380256,4908964,2025-02-15,2033-04-08,1,0,8,73,0,0,5,4
1,4,1644670,655842,2024-05-22,2025-09-15,2,0,1,56,0,0,2,0
4,6,8839572,5962576,2020-07-24,2031-08-16,1,0,3,73,0,0,5,4
1,3,7210828,726240,2021-05-30,2030-09-28,0,1,6,62,0,0,3,2
2,3,5098140,1432044,2020-12-06,2026-07-27,2,0,6,99,0,0,5,4
0,0,7141923,6241559,2022-09-05,2029-03-01,2,0,10,60,0,0,5,4
3,5,9403683,7582833,2021-12-07,2030-06-13,0,0,6,57,0,0,5,4
0,0,2763857,741095,2023-01-01,2026-06-20,1,0,2,87,0,0,5,4
1,7,2020548,1131804,2024-04-28,2027-02-17,2,0,0,81,0,0,3,2
0,0,1382810,57035,2021-03-07,2033-02-21,0,0,1,57,0,0,5,4
4,7,6678008,2379792,2023-07-31,2032-08-22,0,0,9,59,0,0,5,4
0,0,8038766,196683,2025-03-06,2027-09-06,2,0,2,90,0,0,5,4
2,6,6552811,4347895,2021-04-13,2026-01-15,3,0,3,72,0,0,5,4
3,3,2693091,2501440,2023-08-26,2025-12-16,0,0,2,83,0,1,5,4
0,1,1540572,464174,2021-02-09,2032-03-28,0,0,6,77,0,0,5,4
0,5,6692277,2666478,2023-03-20,2030-12-03,1,0,7,70,0,1,3,3
0,7,6898162,617061,2022-04-23,2029-11-27,3,0,0,90,1,0,5,4
4,2,8702691,2676224,2025-03-01,2031-11-26,0,0,0,74,0,0,2,0
2,5,1119151,215197,2022-12-30,2030-07-28,1,0,9,93,0,1,3,2
2,1,7501589,252453,2021-07-31,2029-03-01,2,0,0,80,0,0,1,1
0,4,4308267,4056682,2020-06-22,2026-01-30,1,0,6,72,0,0,2,2
3,6,5915485,1631076,2023-05-13,2031-05-07,1,1,5,85,0,0,5,4
5,4,4355845,3762633,2022-09-15,2028-07-19,1,0,8,96,0,0,5,4
1,0,6199037,3010908,2021-10-24,2025-11-29,3,0,8,77,0,0,5,4
0,2,5039510,4763491,2022-05-09,2026-05-16,3,0,6,55,0,0,5,4
3,7,6248301,4985634,2023-05-26,2028-09-04,1,0,5,79,0,0,4,1
2,5,545606,138240,2023-11-29,2027-02-20,2,0,0,78,0,0,5,4
5,6,1143283,488431,2020-06-02,2034-11-22,3,0,7,94,0,0,1,2
0,6,5954490,4334392,2023-04-21,2027-08-01,3,0,8,95,0,0,5,4
0,2,6799298,3106917,2023-08-21,2034-01-19,2,0,10,95,0,0,5,4
4,1,4438282,427873,2024-05-14,2033-05-29,3,1,5,52,0,0,5,4
4,5,2196915,773568,2021-10-05,2029-06-30,3,0,8,99,0,0,5,4
1,4,1836666,1505117,2025-01-13,2032-02-05,0,0,1,58,0,0,5,4
4,6,5362951,3695674,2021-10-02,2028-05-13,0,0,1,55,0,0,5,4
5,5,2719210,2335785,2025-01-18,2032-01-22,2,0,0,91,0,0,0,0
5,7,2499914,1046340,2024-11-07,2033-02-06,1,1,2,96,1,1,1,0
1,2,8554206,2667388,2020-06-05,2032-01-31,3,1,9,62,1,0,5,4
5,6,4317394,1723406,2023-11-12,2032-11-23,0,0,8,59,0,0,5,4
3,2,9431451,2702185,2024-07-13,2029-10-15,1,0,3,60,0,0,0,0
5,3,1130580,863410,2022-01-12,2028-07-26,0,0,3,51,0,0,0,1
1,1,7053510,6536013,2021-12-03,2026-11-14,1,0,10,87,0,0,5,4
1,3,6366026,3600895,2023-11-28,2029-07-27,0,0,10,65,0,0,5,4
0,6,3796144,946346,2024-12-29,2029-12-06,3,1,6,99,0,0,5,4
3,0,4546341,3761189,2020-03-25,2029-02-24,2,0,2,51,0,0,5,4
4,0,1158805,1005302,2022-08-28,2035-02-27,1,0,10,52,0,0,0,3
3,3,5416977,3366751,2024-01-27,2028-01-04,0,0,4,91,0,0,5,4
3,3,280143,173341,2020-12-23,2031-06-28,0,0,4,54,0,0,5,4
1,5,2123775,2102703,2022-11-21,2031-02-24,3,1,2,88,0,0,5,4
0,0,6732132,2090425,2021-04-16,2032-03-18,0,0,8,92,1,1,5,4
5,4,4500965,3626593,2024-08-06,2028-12-31,3,0,8,69,0,0,5,4
2,2,7081323,208100,2022-07-20,2031-09-24,2,0,9,78,0,1,0,3
4,2,6272706,230345,2021-06-05,2029-08-25,3,1,7,65,0,1,2,2
3,4,1338099,1139948,2021-05-09,2025-09-18,1,0,1,80,0,1,5,4
2,5,7880657,7763789,2021-04-05,2030-07-22,2,0,2,96,0,0,2,1
3,3,2906610,513741,2021-10-28,2027-01-10,3,1,6,55,0,0,2,3
1,0,7382373,1977218,2021-12-27,2027-05-22,2,0,8,65,0,0,4,3
4,7,9806627,6765247,2021-07-23,2033-12-20,2,1,8,63,0,0,5,4
3,7,7259538,3516609,2022-08-22,2028-10-19,2,0,9,50,1,0,5,4
0,1,9721235,6389040,2024-09-24,2031-12-19,3,0,4,50,0,0,0,1
0,5,7306916,4924396,2020-06-11,2033-11-02,1,0,8,98,0,0,1,1
2,7,6959586,6471046,2024-04-09,2034-03-28,0,0,1,84,1,0,0,3
2,0,7243703,775354,2024-03-05,2031-09-26,2,0,0,90,0,1,4,3
5,6,7262094,6797978,2024-11-28,2028-04-27,1,0,0,72,0,0,5,4
0,6,2057385,158520,2021-08-16,2029-06-08,3,0,9,88,0,1,5,4
5,0,4075418,2326961,2020-07-07,2032-04-24,3,0,4,58,0,0,5,4
4,7,1012073,714891,2023-11-23,2031-01-19,3,0,6,85,0,0,5,4
0,4,404072,48414,2024-06-05,2034-10-04,0,0,5,62,0,0,5,4
5,7,5584976,5317177,2024-05-28,2027-11-17,2,0,5,78,0,0,4,3
2,5,8593494,1665155,2020-09-05,2033-11-02,0,0,7,79,0,0,2,3
1,1,7593831,1224830,2021-11-16,2031-05-24,2,0,10,93,0,0,5,4
2,2,9454268,171900,2020-11-21,2033-04-05,1,0,2,72,1,0,5,4
0,6,9584296,968953,2024-03-01,2033-02-16,1,0,10,100,0,0,5,4
4,5,5594756,49228,2024-03-09,2031-02-12,1,0,4,56,0,0,5,4
1,6,2257901,670370,2023-07-09,2025-05-04,3,0,7,72,0,0,5,4
0,5,7308759,1729218,2020-04-12,2032-04-29,3,0,7,81,0,0,5,4
1,6,3406476,717661,2020-10-26,2033-08-29,2,0,1,73,0,0,5,4
1,2,106210,68289,2021-08-24,2032-06-01,3,0,10,57,0,0,5,4
2,5,9919178,8938762,2023-08-19,2033-11-27,3,0,8,50,0,0,5,4
5,5,5988670,4220310,2021-03-18,2034-08-21,1,0,4,52,0,0,5,4
0,1,2045345,650297,2024-01-27,2027-08-03,0,0,3,84,0,0,1,0
0,6,9220024,7056704,2020-10-23,2026-05-09,3,0,0,97,0,0,5,4
2,5,568049,36247,2021-01-19,2027-08-17,3,0,5,73,0,0,5,4
2,4,1951693,1416615,2024-11-12,2031-08-05,1,0,9,72,0,0,5,4
5,7,9050009,4162687,2023-12-23,2031-08-08,1,0,0,56,0,0,4,0
4,5,6662620,6559309,2024-11-20,2026-03-20,3,0,7,91,0,0,5,4
2,4,1268363,341427,2023-11-11,2026-02-02,2,0,4,66,0,0,5,4
4,3,8940345,6854927,2025-02-09,2025-09-03,2,0,9,91,0,0,5,4
4,3,4225614,2082367,2022-09-21,2030-03-23,0,0,0,61,0,0,3,0
2,3,4042648,1540357,2021-05-15,2030-11-13,1,0,8,69,0,0,5,4
2,3,2359636,723814,2024-12-14,2028-10-19,1,0,3,73,0,0,1,3
5,0,1340239,237709,2021-11-09,2034-05-06,1,0,4,90,0,0,5,4
3,2,6257324,983023,2022-08-09,2026-01-23,3,0,7,92,0,0,3,3
0,2,8760659,1798655,2022-09-02,2034-05-08,1,0,6,99,0,0,5,4
1,4,6388726,2303568,2025-01-29,2026-12-18,3,0,1,68,0,0,5,4
5,4,4571347,850691,2024-05-22,2032-03-31,2,0,5,73,0,0,5,4
0,4,1246463,278774,2022-02-18,2028-05-05,2,0,4,66,1,0,5,4
0,3,5258438,2993527,2022-10-07,2030-12-06,3,0,5,99,0,0,5,4
2,6,4098522,1290990,2021-05-04,2026-08-28,3,0,6,74,0,0,5,4
2,6,1333459,1149736,2022-12-19,2025-10-06,2,0,10,78,0,0,5,4
1,0,6887068,5862661,2023-05-20,2025-12-26,0,0,0,52,1,0,3,0
2,2,7776594,2383073,2021-09-05,2033-03-23,0,0,1,99,0,0,5,4
5,7,7667779,2606076,2020-08-10,2025-11-27,0,0,2,73,0,0,3,1
0,4,5764910,2970278,2020-04-18,2031-09-08,3,0,9,89,0,0,0,3
2,4,8386240,5421658,2020-06-03,2027-08-28,2,0,5,53,0,0,5,4
1,2,8955883,2417937,2021-09-14,2027-12-09,0,1,2,64,0,0,5,4
5,2,1022605,711948,2023-07-15,2031-06-09,1,0,6,61,0,0,5,4
0,7,8823118,1395596,2022-10-18,2030-09-14,1,1,10,59,0,0,5,4
4,6,5739020,4166265,2023-01-08,2034-12-19,1,0,7,69,0,0,5,4
1,4,3968795,3895056,2024-10-21,2025-07-01,2,0,1,99,1,0,5,4
5,5,9039594,2216213,2020-12-12,2026-02-03,3,0,1,60,0,1,5,4
2,5,4802336,127231,2025-03-20,2029-02-23,2,0,3,77,0,0,5,4
2,5,1817529,154765,2022-04-24,2025-06-06,1,0,7,62,0,1,5,4
3,1,1609622,1239922,2020-04-18,2029-04-22,3,0,8,55,0,0,0,3
4,0,7534882,2352468,2023-07-21,2034-03-09,1,0,0,72,0,0,0,2
0,1,5759051,1395435,2022-04-09,2031-03-09,0,0,0,66,0,0,0,1
2,7,9445486,4857577,2021-05-04,2029-12-30,2,0,5,50,0,0,2,1
0,3,9519753,5832444,2022-07-05,2029-08-31,1,0,7,50,0,0,0,2
2,4,4633551,1196729,2022-08-12,2029-11-23,1,0,0,57,0,0,5,4
1,0,7982427,7409856,2022-03-01,2033-01-06,1,0,9,81,0,0,5,4
5,7,4761754,971510,2022-09-05,2032-02-22,1,0,9,54,1,0,5,4
4,1,6855296,6461683,2021-08-23,2029-12-12,1,0,8,52,0,1,5,4
1,0,9081233,4206541,2020-09-07,2033-09-27,2,0,6,68,0,0,0,1
0,3,3090537,2383083,2024-10-16,2028-08-28,0,0,9,74,0,0,5,4
1,7,4857959,1217246,2020-11-19,2028-11-14,2,0,2,98,0,0,5,4
5,2,1216746,200226,2020-05-26,2027-03-15,0,0,8,76,0,1,5,4
1,3,5307479,3285455,2022-07-14,2030-03-24,0,0,6,92,0,0,5,4
1,4,9433185,651602,2025-01-16,2031-08-25,0,0,6,71,0,0,5,4
5,3,7024046,1544853,2022-10-28,2031-08-19,3,0,0,52,0,0,5,4
5,3,203046,122721,2024-05-05,2028-01-17,0,0,9,55,0,0,5,4
3,4,6230670,2069183,2020-05-11,2033-01-11,2,0,7,64,0,0,1,2
2,5,2603645,2227857,2022-12-20,2033-10-20,2,0,8,59,0,0,5,4
1,0,6695659,5430044,2021-09-07,2033-02-12,2,0,6,80,0,0,5,4
4,6,6743948,6500816,2023-01-22,2028-05-10,2,0,5,75,0,0,5,4
1,7,9557721,6239990,2023-04-13,2031-12-11,0,0,4,75,0,0,5,4
1,3,2708283,2152720,2022-10-15,2034-12-13,2,0,1,80,0,1,5,4
0,3,363360,22168,2022-06-11,2026-09-05,1,0,2,58,0,0,2,3
2,4,5379192,3488901,2024-08-27,2030-01-19,3,0,2,69,0,0,5,4
2,1,8224608,5336733,2024-09-14,2031-01-02,0,0,3,95,0,0,5,4
0,7,5899993,4114558,2024-01-01,2027-12-02,3,0,2,54,0,0,5,4
2,4,5859443,1573358,2022-07-22,2031-01-26,3,0,2,77,0,0,5,4
2,7,7483440,7018866,2023-01-14,2029-08-09,3,0,9,77,0,0,5,4
4,7,1479840,1032965,2022-09-02,2032-04-12,1,0,7,60,0,0,1,1
5,0,3379223,778733,2020-04-01,2029-09-01,0,0,10,50,0,0,5,4
1,4,1483948,390065,2022-04-11,2033-10-21,2,0,5,95,0,0,5,4
1,3,794711,746104,2022-05-28,2031-01-18,3,0,9,74,0,0,5,4
0,6,4701130,2803991,2020-11-25,2032-06-07,2,0,9,86,0,0,5,4
1,4,7670739,631241,2022-05-14,2027-04-20,1,0,4,79,0,1,5,4
3,2,3844270,914513,2023-03-30,2033-12-10,3,0,9,51,0,0,5,4
2,2,2223549,102239,2024-03-03,2028-02-07,2,0,5,98,0,0,5,4
0,0,5753742,5393419,2023-02-21,2027-01-26,3,0,10,68,0,1,5,4
0,5,3033158,2341768,2020-09-09,2033-01-06,1,0,1,82,0,0,2,2
1,0,4101244,3149931,2024-04-06,2034-09-02,1,0,3,85,0,0,5,4
2,2,4169604,1707376,2025-03-18,2028-02-06,0,0,1,97,0,0,5,4
1,7,6347056,6246608,2023-11-08,2032-11-06,3,0,3,56,0,0,5,4
5,1,5480691,5291443,2020-07-24,2027-12-27,1,0,9,100,0,0,5,4
0,4,4599961,2124438,2024-10-09,2033-07-28,3,0,3,59,0,0,5,4
1,2,2987061,971454,2020-10-21,2027-10-15,1,0,9,53,0,0,5,4
2,6,4207977,633534,2023-06-29,2032-03-14,2,0,0,73,0,0,5,4
3,5,821788,392219,2023-05-06,2031-09-30,1,0,0,80,0,0,5,4
1,6,7385120,1214284,2021-01-07,2035-03-23,3,1,10,82,0,1,2,2
2,2,4510446,3330939,2023-07-12,2029-11-18,0,0,6,99,0,0,4,2
0,2,8607114,8018264,2021-04-24,2025-09-15,1,0,1,67,0,0,5,4
1,6,2989497,745478,2022-08-30,2032-08-16,0,0,2,75,0,0,5,4
5,5,5143189,4596499,2025-02-21,2031-02-05,0,1,1,69,0,0,5,4
3,5,4710674,4158515,2021-10-08,2033-11-15,2,0,10,58,0,0,5,4
0,0,6820647,2663457,2020-06-02,2027-11-17,1,0,1,72,0,0,5,4
3,4,6961599,3148231,2023-06-03,2030-07-28,0,0,7,51,0,0,1,0
1,7,665808,429161,2024-03-05,2032-05-07,2,0,3,61,0,0,2,1
5,0,5129837,3033902,2024-10-19,2032-05-19,2,0,2,100,0,1,3,0
4,6,4625563,2290577,2020-06-30,2033-11-19,2,0,1,84,0,0,3,3
3,1,4410163,3704610,2022-12-05,2029-02-22,0,0,5,81,0,0,5,4
2,3,7718191,1447920,2022-03-22,2026-01-01,3,1,0,55,0,0,5,4
0,6,9767420,8933914,2023-09-26,2032-10-01,0,0,4,58,1,0,2,3
3,0,5971321,2002054,2023-09-19,2032-07-13,2,0,2,99,0,1,4,3
1,3,2294203,2231537,2022-12-21,2025-09-06,2,0,4,54,0,0,5,4
4,1,606262,192586,2024-03-05,2031-12-01,3,0,1,70,1,0,1,3
1,3,3814344,497796,2022-09-04,2026-02-14,3,0,0,54,0,0,5,4
5,7,1292036,1032385,2021-12-22,2032-05-01,3,0,5,78,0,0,5,4
4,3,1441433,1022297,2022-03-30,2032-03-20,0,0,9,53,0,1,5,4
3,7,1325875,138608,2023-11-25,2026-08-12,1,0,8,77,0,0,5,4
2,1,3614427,2092405,2024-07-25,2031-02-11,1,0,9,53,0,0,0,3
4,6,309722,152199,2023-03-18,2034-08-19,3,0,5,100,0,1,0,3
1,4,8192839,2187716,2025-02-02,2026-06-01,2,0,10,57,0,0,5,4
5,3,1394356,938680,2022-02-14,2029-07-28,0,0,1,78,0,0,5,4
5,5,8654919,4329885,2020-03-29,2032-02-23,0,0,0,74,0,0,4,3
1,1,161930,103406,2023-09-03,2028-03-24,2,0,7,72,1,0,2,2
4,7,9068304,6646728,2024-07-16,2032-08-09,1,0,4,54,0,0,5,4
3,7,6704079,195473,2023-10-25,2026-05-12,0,0,6,53,0,0,3,0
3,5,4996690,311639,2022-06-13,2028-07-04,2,0,0,68,0,0,5,4
1,1,1851691,1299962,2022-11-23,2031-01-04,1,0,2,80,0,0,2,2
3,5,5560745,1936762,2022-11-17,2033-04-18,1,0,2,84,0,0,5,4
2,3,3464822,1882782,2020-11-10,2026-10-15,1,0,9,65,0,0,5,4
3,1,8602790,2980885,2020-09-10,2034-07-30,2,0,9,95,0,1,2,3
0,4,6540289,3473026,2024-10-02,2028-11-03,1,0,5,63,0,0,5,4
1,6,5942093,3895201,2020-11-13,2031-08-25,2,0,0,98,0,0,1,0
4,6,1864679,1604389,2024-11-02,2032-08-28,3,0,4,63,0,0,2,2
4,3,3329662,860452,2020-11-05,2032-07-23,0,0,8,83,0,0,5,4
1,6,5822560,1312541,2024-03-07,2033-05-15,2,0,5,79,0,0,5,4
3,5,1246988,44485,2020-08-09,2033-07-30,1,0,5,69,1,0,1,3
0,2,8451417,5972781,2020-11-15,2034-06-24,1,0,8,81,0,0,5,4
4,3,7581859,3173182,2020-07-28,2035-01-06,2,0,5,58,0,0,5,4
3,7,2112947,794445,2022-06-05,2027-07-14,2,0,1,98,0,0,5,4
5,7,4807623,102736,2021-08-27,2031-10-29,3,0,1,62,0,0,5,4
5,7,3971997,1583472,2021-07-24,2027-08-23,1,0,6,65,0,0,5,4
2,7,8330265,3450280,2024-12-08,2033-09-20,0,0,1,80,0,1,5,4
5,0,6546329,5509886,2020-06-25,2031-01-21,3,0,7,95,0,0,4,3
3,4,8922315,8898435,2021-10-20,2034-06-23,3,0,5,72,0,1,3,2
1,1,7076936,3609264,2023-10-03,2027-01-08,2,1,9,88,0,1,5,4
4,2,4564654,2039733,2023-10-26,2026-07-18,3,0,5,75,0,0,0,2
3,3,5553819,3182893,2023-01-25,2026-03-19,3,0,0,95,0,1,2,3
5,1,3959619,555423,2020-04-07,2027-03-18,1,0,8,66,0,0,5,4
4,3,3370615,1212878,2023-10-05,2026-10-01,3,0,6,59,0,0,5,4
4,3,4905500,341051,2024-12-19,2029-12-21,0,0,1,81,0,0,4,1
5,0,4661260,2987710,2021-12-30,2033-06-24,3,0,3,66,0,1,5,4
0,2,6850595,4953962,2023-02-24,2033-01-21,2,0,6,56,0,0,5,4
3,7,1380868,471739,2021-03-25,2033-09-01,2,0,10,73,0,0,5,4
1,5,8794537,634843,2024-02-29,2033-06-06,2,0,5,82,0,0,5,4
2,7,5662411,1842116,2024-07-04,2030-10-21,0,0,6,52,0,0,5,4
2,4,2212635,1242771,2024-02-16,2029-06-19,3,0,6,91,0,0,1,1
4,1,9615690,7490604,2021-02-13,2026-03-29,2,0,6,79,0,0,5,4
5,3,880930,839807,2023-12-11,2026-02-20,0,0,1,88,0,0,5,4
0,6,4122265,3840599,2020-11-04,2028-01-18,2,0,5,76,0,0,2,0
1,4,9973834,4012281,2021-05-31,2033-03-19,1,0,9,59,0,0,3,2
1,0,4312382,4068953,2022-09-26,2025-12-22,3,0,1,66,0,0,3,1
3,5,2577532,1130081,2025-03-02,2033-08-09,2,0,5,58,0,0,1,2
4,4,2194583,1109260,2021-04-06,2034-09-09,0,0,8,54,0,0,5,4
2,6,69899,29118,2020-05-04,2033-02-18,0,0,0,97,0,0,5,4
1,2,7607246,4450543,2020-11-05,2028-01-09,1,1,4,53,0,0,5,4
3,7,9674448,9627040,2023-06-04,2028-02-26,1,1,4,62,0,0,5,4
5,5,5334774,5163158,2024-06-11,2029-10-01,2,0,3,95,1,1,5,4
4,2,1877162,878393,2023-05-03,2030-11-08,1,0,5,88,0,0,5,4
5,7,8565272,1723393,2024-06-12,2033-10-25,2,0,2,100,0,0,4,2
4,1,8075532,2014003,2021-07-24,2035-02-28,2,0,0,77,0,0,0,3
5,6,9200287,228612,2023-07-04,2029-07-14,3,0,7,88,0,0,2,3
1,7,2303862,660097,2023-07-06,2025-05-02,2,1,7,74,1,0,5,4
3,7,4022766,3121450,2024-05-09,2034-04-05,2,1,5,56,0,0,5,4
2,4,1453899,1129195,2023-06-04,2028-01-18,3,0,10,57,0,0,5,4
2,7,290492,173548,2022-03-19,2030-03-13,1,0,5,65,0,0,5,4
2,7,1253518,26108,2022-04-04,2025-07-20,2,0,10,78,0,0,5,4
1,7,2025180,615247,2022-04-13,2034-05-17,3,0,1,59,0,1,5,4
3,3,7540788,5684618,2023-01-05,2026-07-29,1,0,0,83,0,0,2,1
5,3,5251545,1071675,2023-09-23,2033-09-02,1,0,8,80,0,0,0,0
1,6,6040279,1704386,2022-11-25,2035-02-14,1,0,10,52,0,1,5,4
1,5,3891498,1559244,2024-12-22,2026-10-28,2,0,8,74,0,0,5,4
5,5,5776741,2678740,2020-05-26,2033-11-24,2,0,7,54,0,0,5,4
5,3,6436732,5507682,2021-12-16,2032-10-28,2,0,1,67,0,0,2,2
1,7,7739990,5536920,2020-08-09,2034-06-25,0,0,5,51,1,0,5,4
4,4,1622768,48537,2022-07-17,2031-02-15,0,0,9,79,0,0,4,3
3,3,9334196,3433617,2023-11-28,2025-05-31,0,0,1,94,0,0,5,4
